state,county,year,MedianAge,PerCapitaIncome,Population,PovertyCount
Illinois,DuPage County,2019,39.3,46272,929060,58397
Illinois,Alexander County,2019,45.3,19519,6260,1553
Illinois,Menard County,2019,43.2,37098,12306,1127
Illinois,LaSalle County,2019,41.9,30277,109737,14186
Illinois,Cook County,2019,36.8,37552,5198275,734470
Illinois,Macon County,2019,41.1,29644,105528,17295
Illinois,Stephenson County,2019,45.3,27911,45093,6000
Illinois,Wayne County,2019,43.4,26313,16402,2164
Illinois,Woodford County,2019,40.5,37170,38700,2651
Illinois,Franklin County,2019,42.8,24098,38923,7425
Illinois,McDonough County,2019,33,24094,30479,5928
Illinois,McHenry County,2019,40.2,39006,307714,21281
Kansas,Greeley County,2019,42.2,28982,1185,86
Kansas,Ellis County,2019,32.5,30956,28775,4271
Kansas,Linn County,2019,44.4,27926,9671,1565
Kansas,Seward County,2019,29.4,20754,22349,3668
Kansas,Johnson County,2019,37.6,46517,591506,31422
Kansas,Miami County,2019,42.1,35659,33417,2254
Kansas,Woodson County,2019,47.4,22672,3157,604
Kansas,Ness County,2019,50,34243,2876,287
Kansas,Bourbon County,2019,39.1,23102,14608,2271
Kansas,Kiowa County,2019,41.6,26321,2505,155
Kansas,Shawnee County,2019,39.1,30974,177852,19811
Kansas,Chautauqua County,2019,47.9,22962,3323,605
Kansas,Reno County,2019,40.3,27073,62765,7701
Kansas,Doniphan County,2019,41,25775,7684,926
Kansas,Haskell County,2019,36.9,26814,4018,418
Kansas,Scott County,2019,39.7,29315,4917,292
Kansas,Brown County,2019,42.1,25208,9626,1257
Kansas,Phillips County,2019,44.3,27431,5340,511
Kansas,Decatur County,2019,50.6,30905,2860,433
Kentucky,Garrard County,2019,43,26272,17445,2712
Kentucky,Campbell County,2019,38.2,34025,92861,12081
Kentucky,Elliott County,2019,41.4,13856,7510,1808
Kentucky,Larue County,2019,40.9,24803,14204,2013
Kentucky,Mercer County,2019,43.2,27061,21592,3032
Kentucky,Russell County,2019,43.3,20674,17778,4054
Kentucky,Washington County,2019,40.7,26035,12023,1777
Kentucky,Barren County,2019,40.5,21869,43884,10368
Kentucky,Hancock County,2019,39.9,24830,8720,1015
Kentucky,Hardin County,2019,37,28606,108527,13938
Kentucky,McLean County,2019,42.4,25610,9283,1471
Kentucky,Powell County,2019,38.6,20841,12304,2548
Kentucky,Caldwell County,2019,44,28799,12702,2112
Kentucky,Boyd County,2019,42.3,26193,47682,8622
Kentucky,Fayette County,2019,34.6,34442,320601,51715
Kentucky,Johnson County,2019,41.8,21974,22634,5003
Kentucky,Morgan County,2019,42,18310,13288,2629
Kentucky,Pulaski County,2019,42,24646,64350,14330
Kentucky,Adair County,2019,41.8,21196,19222,3655
Kentucky,Breathitt County,2019,42.2,19053,12977,4367
Kentucky,Hart County,2019,40.5,20742,18729,3944
Kentucky,Trimble County,2019,43.4,27237,8558,1460
Kentucky,Hickman County,2019,48,28114,4510,647
Kentucky,Lyon County,2019,50.6,26994,8271,1100
Kentucky,Lewis County,2019,42.8,19860,13417,3219
Kentucky,Woodford County,2019,42.5,32264,26318,3375
Kentucky,Leslie County,2019,42.3,15838,10283,3680
Kentucky,Lawrence County,2019,41.2,18124,15671,4115
Kentucky,McCracken County,2019,42.2,32357,65268,10042
South Dakota,Brule County,2019,40.9,31874,5258,683
South Dakota,Gregory County,2019,45.4,26546,4186,594
South Dakota,Minnehaha County,2019,34.9,31716,188674,18246
South Dakota,Clark County,2019,41.4,30991,3685,325
South Dakota,Kingsbury County,2019,45.1,35773,4944,397
South Dakota,Clay County,2019,24.9,28192,13957,2644
South Dakota,Dewey County,2019,26.9,17504,5833,1809
South Dakota,Hughes County,2019,38,33677,17608,1855
South Dakota,Sanborn County,2019,42.6,32745,2379,205
South Dakota,Hand County,2019,47.4,33200,3256,262
South Dakota,Yankton County,2019,41.8,31772,22717,2372
South Dakota,Beadle County,2019,38.1,27655,18346,2910
South Dakota,Davison County,2019,38.6,31560,19871,2692
South Dakota,Jerauld County,2019,51.6,42660,2018,157
South Dakota,Stanley County,2019,44.5,42838,3017,140
South Dakota,Potter County,2019,49.2,32379,2315,167
South Dakota,Charles Mix County,2019,35.8,22347,9349,1716
South Dakota,Marshall County,2019,39.8,32472,4891,406
South Dakota,Perkins County,2019,47.5,33678,2897,261
Kentucky,Whitley County,2019,36.6,20547,36131,8037
Kentucky,Floyd County,2019,42.2,19471,36456,10973
Kentucky,Kenton County,2019,37.1,33330,165668,18716
Kentucky,Magoffin County,2019,42.3,18243,12491,3486
Kentucky,Rowan County,2019,30.6,20488,24507,5991
Kentucky,Taylor County,2019,37.6,23602,25571,4365
Kentucky,Carlisle County,2019,42.8,30065,4784,796
Kentucky,Estill County,2019,43.5,17746,14224,4345
Louisiana,Rapides Parish,2019,37.4,25984,130970,24858
Louisiana,Tangipahoa Parish,2019,35.3,25163,132057,27511
Louisiana,West Carroll Parish,2019,40.3,22439,11041,2324
Louisiana,Caldwell Parish,2019,39.8,23216,9992,2393
Louisiana,East Carroll Parish,2019,33.9,19483,7096,1972
Louisiana,Evangeline Parish,2019,35.7,18770,33589,9111
Louisiana,St. Bernard Parish,2019,34.2,20763,46266,9681
Louisiana,West Baton Rouge Parish,2019,36.3,29697,26101,3141
Louisiana,Red River Parish,2019,39.4,22924,8565,2106
Louisiana,Natchitoches Parish,2019,33.7,19198,38769,12235
Louisiana,Catahoula Parish,2019,38.1,22412,9766,1878
Louisiana,Franklin Parish,2019,38.4,19206,20238,5511
Louisiana,Assumption Parish,2019,40.9,25752,22478,4261
Louisiana,Vermilion Parish,2019,38,25342,59865,10392
Louisiana,Concordia Parish,2019,37.7,19092,19778,4436
Maine,Oxford County,2019,47,25464,57550,8592
Maine,Penobscot County,2019,42,28523,151774,21501
Maine,Androscoggin County,2019,41,28956,107602,12283
Maine,Cumberland County,2019,42.2,40527,292307,25700
Maine,York County,2019,45.2,36093,204316,14918
Maine,Somerset County,2019,46.4,24386,50520,10114
Maryland,Worcester County,2019,50.4,38080,51765,4606
Maryland,Talbot County,2019,50.5,49136,37167,3179
Massachusetts,Barnstable County,2019,53.3,44505,213496,13529
Massachusetts,Berkshire County,2019,47.1,35616,126425,13063
Massachusetts,Plymouth County,2019,42.7,43412,515303,37248
Massachusetts,Norfolk County,2019,40.9,53889,700437,43145
Massachusetts,Nantucket County,2019,40.3,55398,11168,960
Michigan,Allegan County,2019,39.8,29215,116143,11890
Michigan,Alger County,2019,49.5,20851,9151,905
Michigan,Oceana County,2019,43.2,24345,26416,3916
Michigan,Clare County,2019,47.2,22573,30651,6872
Michigan,Isabella County,2019,28.1,23888,70688,16707
Michigan,Tuscola County,2019,44.6,25996,52939,7380
Michigan,Alpena County,2019,48.1,25957,28520,4002
Michigan,Midland County,2019,41.8,36142,83355,8557
Michigan,Oscoda County,2019,51.8,24889,8248,1321
Michigan,Clinton County,2019,40.6,34761,78389,6838
Michigan,Gratiot County,2019,39.5,23616,40916,5890
Michigan,Lenawee County,2019,41.9,27850,98381,10608
Michigan,Montcalm County,2019,40.7,24200,63413,8706
Michigan,St. Clair County,2019,43.8,30703,159247,19954
Michigan,Washtenaw County,2019,33.6,41399,367000,48500
Michigan,Cass County,2019,45.2,31295,51523,6172
Michigan,Roscommon County,2019,56.2,25807,23851,3924
Michigan,Branch County,2019,41.2,25279,43513,6490
Michigan,Jackson County,2019,41.2,28364,158636,20509
Michigan,Macomb County,2019,40.9,32238,870325,90984
Michigan,Baraga County,2019,45.5,22920,8421,1067
Michigan,Eaton County,2019,40.9,33427,109456,10925
Georgia,Upson County,2019,42.1,21747,26236,5359
Georgia,Washington County,2019,41.5,20303,20436,4116
Georgia,White County,2019,46.1,27406,29489,3146
Georgia,Peach County,2019,37.9,24486,27145,5627
Georgia,Paulding County,2019,36,27979,159825,12969
Georgia,Pierce County,2019,39.4,22268,19250,4219
Georgia,Pike County,2019,40.4,27639,18327,1714
Georgia,Richmond County,2019,34.1,22787,201852,44200
Georgia,Screven County,2019,41.4,22213,13989,3042
Georgia,Tattnall County,2019,37.3,18319,25382,4421
Georgia,Berrien County,2019,39.6,19547,19152,4564
Illinois,Montgomery County,2019,43.3,26609,28828,4284
Illinois,Whiteside County,2019,43.4,29856,56016,5852
Illinois,Adams County,2019,41.5,30343,66085,8031
Illinois,Clinton County,2019,40.6,31783,37634,2733
Illinois,DeKalb County,2019,31.1,29430,104366,16531
Illinois,Edwards County,2019,43.5,28255,6455,649
Illinois,Jasper County,2019,43.1,25849,9594,1288
Illinois,Jefferson County,2019,40.9,26466,37985,6046
Illinois,Vermilion County,2019,40.4,25307,77563,14081
Illinois,Will County,2019,37.9,36524,689315,45834
Illinois,Williamson County,2019,41.2,28375,67102,8964
Illinois,Clark County,2019,42.3,30796,15716,1718
Illinois,Douglas County,2019,37.8,28139,19623,2089
Illinois,Effingham County,2019,39.4,31665,34137,3571
Illinois,Fulton County,2019,43.2,27741,35092,4769
Illinois,Greene County,2019,42.5,25414,13132,1666
Illinois,Hamilton County,2019,43.6,27702,8176,747
Illinois,Hardin County,2019,46.8,28932,3939,501
Illinois,Henry County,2019,43.1,30345,49267,5235
Illinois,Johnson County,2019,43.7,23140,12494,1097
Illinois,Knox County,2019,42.1,24545,50508,8413
Illinois,Livingston County,2019,42,27925,36040,5057
Illinois,Scott County,2019,44.6,27052,5005,643
Illinois,Tazewell County,2019,41,33507,133195,10744
Illinois,Warren County,2019,39.8,25730,17146,2066
Indiana,Harrison County,2019,42.3,28119,39940,4326
Indiana,LaPorte County,2019,40.3,27264,110154,15490
Indiana,Wabash County,2019,42.3,27149,31389,3387
Indiana,Jasper County,2019,40.3,28240,33447,2648
Indiana,Martin County,2019,42.7,26758,10212,1156
Indiana,Porter County,2019,39.5,34595,168636,16249
Indiana,Ripley County,2019,40.7,28312,28391,3323
Indiana,Spencer County,2019,44,31287,20447,1871
Indiana,Tipton County,2019,45.1,31025,15162,1270
Indiana,Vigo County,2019,36.2,25113,107459,18815
Indiana,Warrick County,2019,41.2,37466,62280,4218
Indiana,DeKalb County,2019,39.1,29073,42927,4821
Indiana,LaGrange County,2019,31.1,24549,39193,2489
Indiana,Rush County,2019,41.7,26301,16641,2365
Indiana,Boone County,2019,38.1,48295,65544,3848
Michigan,Gogebic County,2019,49.3,25555,15061,2352
Minnesota,Meeker County,2019,42.2,32368,23105,1524
Minnesota,Rice County,2019,36.5,31221,66185,5301
Minnesota,Red Lake County,2019,42.7,30037,4015,416
Minnesota,Clay County,2019,32.6,30768,63446,7329
Minnesota,Fillmore County,2019,42.3,30392,20949,2201
Minnesota,Polk County,2019,38.7,30078,31521,3579
Minnesota,Sibley County,2019,41.7,32016,14892,1170
Minnesota,Watonwan County,2019,39.9,28341,10972,1451
Minnesota,Big Stone County,2019,49,29459,4996,491
Minnesota,Cass County,2019,48.9,30326,29268,3909
Minnesota,Hubbard County,2019,48.7,29896,21019,2452
Minnesota,Martin County,2019,45.3,31066,19852,2685
Minnesota,Nobles County,2019,35.7,25939,21734,2889
Minnesota,Sherburne County,2019,36,35439,94463,5912
Minnesota,Carver County,2019,37.9,47221,101949,4126
Minnesota,McLeod County,2019,40.7,32465,35832,3018
Minnesota,Ramsey County,2019,35,35013,544442,74112
Minnesota,Winona County,2019,35.2,30013,50725,6074
Minnesota,Dodge County,2019,38.4,34399,20669,1053
Minnesota,Crow Wing County,2019,44.5,32368,64217,6810
Minnesota,Wright County,2019,37,36260,134438,6122
Minnesota,Lincoln County,2019,45.4,30253,5677,598
Minnesota,Mille Lacs County,2019,40.5,27758,25865,3127
Minnesota,Carlton County,2019,41,29440,35633,3851
Minnesota,Kanabec County,2019,45,28427,16089,1578
Alabama,St. Clair County,2019,40.3,26409,87989,10484
Alabama,Cullman County,2019,40.8,23468,82853,12133
Alabama,Houston County,2019,40.1,27097,104702,18885
Alabama,Tuscaloosa County,2019,33,26789,207305,34749
Alabama,Coffee County,2019,39.3,27806,51662,7670
Alabama,Chilton County,2019,38.7,24658,44055,8302
Alabama,Coosa County,2019,48.4,23694,10757,1399
Alabama,Etowah County,2019,41.4,24883,102748,17625
Alabama,Lamar County,2019,44.8,22636,13885,2827
Alabama,Butler County,2019,40.8,21038,19828,4397
Alabama,Walker County,2019,42.1,23882,64110,11440
Alabama,Greene County,2019,40.9,14884,8324,3140
Alabama,Bullock County,2019,40.2,20877,10248,2825
Alabama,Chambers County,2019,42,22729,33660,5711
Alaska,Haines Borough,2019,44.7,31731,2518,278
Alaska,Juneau City and Borough,2019,38.1,43680,32227,2440
Alaska,Yukon-Koyukuk Census Area,2019,35.2,22718,5377,1352
Alaska,Denali Borough,2019,42.1,34365,2246,354
Alaska,Hoonah-Angoon Census Area,2019,49.6,36091,2139,221
Alaska,Wrangell City and Borough,2019,49.4,32286,2502,194
Arizona,Pima County,2019,38.5,29707,1027207,167823
Arizona,Gila County,2019,50.2,24251,53546,11367
Arizona,Cochise County,2019,41.1,26819,125867,19476
Arizona,Apache County,2019,35,15128,71511,24963
Arizona,Yuma County,2019,34.6,21758,209468,39608
Arizona,Navajo County,2019,37.3,18935,109270,29663
Arkansas,Clay County,2019,42.8,22505,14889,3106
Arkansas,Drew County,2019,37.4,25543,18417,3268
Arkansas,Randolph County,2019,41.1,23248,17695,3241
Arkansas,Boone County,2019,42.3,24727,37331,5369
Arkansas,Lincoln County,2019,39,14764,13455,1667
Arkansas,Crittenden County,2019,35.2,23172,48672,10655
Arkansas,Faulkner County,2019,32.8,26913,123624,19778
Georgia,Walker County,2019,41.4,24247,69039,10892
Georgia,Gwinnett County,2019,35.3,30636,915046,97006
Georgia,Barrow County,2019,35.7,25266,78991,9907
Georgia,Charlton County,2019,41.2,18323,13040,2977
Georgia,Clinch County,2019,39.9,15152,6686,2649
Georgia,Bartow County,2019,38.1,26493,104919,14536
Georgia,Douglas County,2019,36.5,27743,143316,18157
Georgia,Grady County,2019,40.3,22543,24828,5490
Georgia,Hancock County,2019,45.6,16704,8515,1340
Georgia,Whitfield County,2019,36,23974,104237,16355
Georgia,Macon County,2019,40.3,17883,13305,2865
Georgia,Troup County,2019,36.4,23124,69919,14500
Georgia,Harris County,2019,42.9,36273,34105,2079
Georgia,Schley County,2019,37.8,20965,5221,897
Georgia,Worth County,2019,41.6,24415,20494,3847
Georgia,Dooly County,2019,43.2,22716,13736,2984
Georgia,Evans County,2019,37.6,20725,10687,2730
Georgia,Webster County,2019,45.1,24102,2610,584
Georgia,Effingham County,2019,36,31704,60477,5073
Georgia,Glascock County,2019,42.7,23541,2996,550
Georgia,Quitman County,2019,47.3,18639,2289,465
Georgia,Chatham County,2019,35.6,32229,288496,41529
Georgia,Johnson County,2019,41.8,21087,9691,2043
Georgia,Lanier County,2019,35.6,19207,10380,2309
Georgia,Madison County,2019,41.1,24511,29218,4953
Georgia,Mitchell County,2019,39,18619,22244,4592
Georgia,Tift County,2019,36.2,22974,40541,8987
Georgia,Polk County,2019,37,23857,41908,7634
Georgia,Talbot County,2019,50.1,21357,6321,1187
Georgia,Terrell County,2019,41.1,20045,8737,2719
Georgia,Thomas County,2019,40.4,27454,44630,8408
Georgia,Wilkinson County,2019,42.6,22141,9010,2077
Georgia,Oglethorpe County,2019,42.4,23523,14931,1894
Georgia,Randolph County,2019,41,16691,6973,2225
Georgia,Ware County,2019,39.5,20411,35593,8213
Georgia,Wayne County,2019,38.9,21090,29788,4209
Georgia,Wilcox County,2019,39.8,16183,8824,1628
Georgia,Baldwin County,2019,35.5,21716,45111,9725
Georgia,Bulloch County,2019,28.8,22328,76120,17874
Georgia,Clay County,2019,49.8,17036,2951,1144
Georgia,Echols County,2019,40.6,23885,3981,960
Georgia,DeKalb County,2019,35.8,36077,749323,111182
Georgia,Haralson County,2019,40.4,25074,29227,4274
Georgia,Jefferson County,2019,40,19259,15618,3711
Georgia,Lincoln County,2019,47.1,26918,7856,1600
Georgia,Murray County,2019,38.2,21989,39724,6118
Georgia,Pulaski County,2019,43.1,20746,11216,2134
Georgia,Rabun County,2019,49.2,28266,16645,2939
Georgia,Towns County,2019,54,25972,11617,1657
Georgia,Treutlen County,2019,40.1,21830,6795,1768
Georgia,Irwin County,2019,39.7,19878,9320,2186
Georgia,Appling County,2019,40.3,21300,18440,4042
Ohio,Shelby County,2019,39.5,29381,48749,4240
Ohio,Williams County,2019,41.4,27124,36816,3966
Ohio,Columbiana County,2019,44.1,26469,103190,14196
Ohio,Fulton County,2019,41.1,29600,42253,3263
Ohio,Gallia County,2019,40.7,24130,30088,6055
Ohio,Mahoning County,2019,43.5,28378,229961,39109
Ohio,Scioto County,2019,39.9,23719,76040,16330
Ohio,Morrow County,2019,42.2,28257,35043,3363
Arkansas,Marion County,2019,52.2,21395,16476,2960
Arkansas,Searcy County,2019,47.9,20410,7908,1702
Arkansas,Benton County,2019,35.4,34442,265759,24767
Arkansas,Hot Spring County,2019,41.3,21866,33597,5658
Arkansas,Madison County,2019,42.7,24356,16211,2798
Colorado,Dolores County,2019,48.8,26323,1857,246
Colorado,Jackson County,2019,51.6,28199,1261,121
Colorado,Montezuma County,2019,45.2,26072,26031,3902
Colorado,Boulder County,2019,36.6,46826,322510,36358
Colorado,Yuma County,2019,37.8,27955,10003,1357
Colorado,Routt County,2019,40.2,43769,25072,2705
Colorado,Clear Creek County,2019,48.1,39203,9495,725
Colorado,Pueblo County,2019,39.3,25051,165982,30591
Colorado,Park County,2019,50.7,36500,17867,1293
Colorado,Mesa County,2019,39.7,29596,151218,21032
Colorado,El Paso County,2019,34.2,33728,698974,68548
Colorado,Arapahoe County,2019,36.6,40443,644560,51542
Delaware,New Castle County,2019,38.4,37532,556165,61333
Delaware,Kent County,2019,37.7,28845,176699,23134
Connecticut,Litchfield County,2019,47.3,44480,182002,12416
Florida,Palm Beach County,2019,44.8,39933,1465027,175742
Florida,Miami-Dade County,2019,39.9,28224,2699428,455005
Florida,Franklin County,2019,46.4,26574,11811,1917
Florida,Hamilton County,2019,40.9,16136,14326,3296
Florida,Sumter County,2019,67.4,35560,125044,9445
Florida,Holmes County,2019,42.7,19201,19432,4004
Florida,Lee County,2019,48.5,33543,737468,95303
Florida,Collier County,2019,50.8,45567,371453,41243
Florida,Pasco County,2019,44.5,29001,524602,65753
Florida,Highlands County,2019,53.5,25752,103437,18949
Florida,DeSoto County,2019,40.9,18503,36903,9399
Florida,Columbia County,2019,40.4,24275,69968,10261
Florida,Putnam County,2019,45.1,20915,73252,16932
Florida,Union County,2019,39.3,17010,15303,1988
Florida,Levy County,2019,46.9,21579,40403,8270
Florida,Volusia County,2019,46.6,28517,536487,75014
Florida,Madison County,2019,43.5,19510,18460,4523
Florida,Escambia County,2019,37.2,28022,313491,41439
Florida,Okaloosa County,2019,36.9,33019,203794,21567
Georgia,Lumpkin County,2019,37,27155,32402,4664
Georgia,Miller County,2019,43.5,23870,5787,1215
Georgia,Oconee County,2019,40.4,44336,38132,2336
Georgia,Henry County,2019,36.9,29889,225356,19070
Georgia,Long County,2019,32.9,22639,18692,3481
Georgia,Stephens County,2019,41.8,23546,25750,3291
Georgia,Jeff Davis County,2019,36.6,17833,15036,3298
Georgia,Calhoun County,2019,39.6,14005,6365,1204
Georgia,Bibb County,2019,36.4,25640,153200,36511
Georgia,Marion County,2019,44.6,22541,8432,1387
Georgia,Bleckley County,2019,35.8,20458,12807,2022
Georgia,Franklin County,2019,41.2,23187,22766,5084
Georgia,Lamar County,2019,37.8,22413,18672,3215
Georgia,Emanuel County,2019,36.9,19389,22533,4785
Georgia,Jasper County,2019,43,22814,13916,2115
Georgia,Liberty County,2019,28.4,22811,61349,9410
Georgia,Seminole County,2019,44.9,29614,8321,1949
Georgia,Twiggs County,2019,45.7,20979,8229,1576
Georgia,Taylor County,2019,45.2,21298,8116,2067
Georgia,Toombs County,2019,36.4,24399,26972,6198
Ohio,Preble County,2019,42.7,28890,41093,4100
Ohio,Allen County,2019,39.2,26761,103175,13819
Ohio,Crawford County,2019,43,25744,41821,6118
Ohio,Guernsey County,2019,42.2,24742,39111,7664
Ohio,Mercer County,2019,39.6,29765,40884,2591
Ohio,Clark County,2019,41.1,27066,134726,19570
Ohio,Lorain County,2019,41.8,30928,307670,40189
Ohio,Montgomery County,2019,39.2,30034,531670,85528
Ohio,Warren County,2019,39.4,41792,229132,10071
Ohio,Ashtabula County,2019,42.5,24265,97830,18825
Oklahoma,Kay County,2019,38.4,26189,44402,7517
Oklahoma,Craig County,2019,42.1,21318,14390,2503
Oklahoma,Canadian County,2019,35.9,30755,140455,11389
Oklahoma,Latimer County,2019,41.3,25240,10348,1859
Oklahoma,Texas County,2019,33,22003,20805,3988
Oklahoma,Pushmataha County,2019,44.5,22435,11128,2244
Oklahoma,Johnston County,2019,40.1,21197,11064,2238
Oklahoma,Beaver County,2019,39,24514,5377,599
Oklahoma,Hughes County,2019,39.4,20572,13372,2465
Oklahoma,Comanche County,2019,33,26449,121762,17964
Oklahoma,Adair County,2019,37.2,17026,22220,6124
Oklahoma,Stephens County,2019,40.7,25769,43647,6100
Oklahoma,Carter County,2019,38.2,26094,48319,7637
Oklahoma,Greer County,2019,40.4,18907,5861,975
Oklahoma,McIntosh County,2019,47.8,23268,19725,4027
Oklahoma,Murray County,2019,42.9,26943,13946,2089
Oklahoma,Ottawa County,2019,38,20814,31454,6302
Oklahoma,Wagoner County,2019,38.8,29415,78958,8116
Oklahoma,Caddo County,2019,37.7,23167,29242,5274
Oklahoma,Muskogee County,2019,37.9,23826,68736,13641
Oklahoma,Bryan County,2019,37.2,23979,46457,7728
Oregon,Jackson County,2019,42.6,30250,216574,33234
Oregon,Grant County,2019,52.9,27367,7189,1283
Oregon,Clackamas County,2019,41.5,41492,410463,32603
Oregon,Tillamook County,2019,48.1,27659,26389,3365
Oregon,Josephine County,2019,47.7,25167,86251,15384
Oregon,Umatilla County,2019,36.5,24444,77129,12926
Oregon,Columbia County,2019,43.3,31883,51375,5928
Oregon,Wasco County,2019,40.8,27445,26130,2969
Georgia,Montgomery County,2019,40,22477,9058,1529
Georgia,Rockdale County,2019,38.1,28320,89717,11665
Georgia,Wheeler County,2019,38.8,14654,7928,1977
Georgia,Banks County,2019,41.1,21403,18708,2488
Georgia,Clarke County,2019,28,23827,126176,34146
Georgia,Glynn County,2019,41.6,33848,84470,15092
Georgia,Jackson County,2019,38.1,28915,67885,7564
Georgia,Jones County,2019,40.4,25854,28579,3967
Georgia,Muscogee County,2019,34,26097,195739,39001
Georgia,Stewart County,2019,35.4,16705,6293,1416
Georgia,Turner County,2019,40.3,19527,7943,2558
Georgia,Atkinson County,2019,36.4,20338,8239,2482
Georgia,Baker County,2019,46.1,22525,3132,717
Georgia,Candler County,2019,38.7,20687,10812,3241
Georgia,Carroll County,2019,34.8,24993,117183,19618
Georgia,Crisp County,2019,38.5,22933,22713,7085
Georgia,Cobb County,2019,36.7,40031,751218,67319
Georgia,Dade County,2019,42.6,24000,16197,2023
Georgia,Brooks County,2019,42,25700,15590,3500
Georgia,Elbert County,2019,42.6,22355,19166,4029
Georgia,Jenkins County,2019,44.3,15531,8793,2655
Georgia,Newton County,2019,36.4,25247,108079,16559
Georgia,Colquitt County,2019,36.8,20529,45486,11124
Georgia,Clayton County,2019,32.5,20970,283538,51525
Georgia,Hall County,2019,36.7,29680,198667,27432
Hawaii,Maui County,2019,41.2,35241,165979,15189
Idaho,Oneida County,2019,38.6,22120,4385,495
Idaho,Gem County,2019,44.6,22661,17331,2916
Idaho,Adams County,2019,55.2,28026,4097,494
Idaho,Jerome County,2019,32.7,21461,23730,4478
Idaho,Lewis County,2019,48.6,24094,3838,614
Idaho,Owyhee County,2019,38.9,22806,11552,1832
Idaho,Boundary County,2019,43.5,25782,11845,2250
Idaho,Caribou County,2019,36.9,26221,6953,602
Idaho,Bannock County,2019,33.8,25076,85765,13704
Idaho,Bonneville County,2019,32.9,28671,114392,11856
Idaho,Canyon County,2019,33.6,22232,217633,28722
Idaho,Latah County,2019,28.7,27011,39505,6571
Illinois,Sangamon County,2019,40.3,35509,196861,27995
Illinois,Randolph County,2019,41.6,26558,32295,3612
Illinois,Ogle County,2019,42.4,31397,51025,4787
Illinois,Morgan County,2019,40.8,26755,34247,4382
Illinois,White County,2019,44.3,26746,13868,1887
Illinois,Henderson County,2019,50,28950,6809,527
Illinois,McLean County,2019,33.1,34532,172578,24575
Illinois,Perry County,2019,42.2,26035,21251,2974
Illinois,Rock Island County,2019,40.1,29756,143873,19391
Illinois,Wabash County,2019,43.8,27781,11546,1373
Illinois,Cumberland County,2019,42.5,27812,10836,1483
Illinois,Jo Daviess County,2019,49.9,34437,21588,1824
Illinois,Lawrence County,2019,42.4,23613,16033,2212
Illinois,Marshall County,2019,46,30808,11679,1193
Illinois,Christian County,2019,43.4,27361,32931,3831
Illinois,Jackson County,2019,31.9,24804,57977,14307
Illinois,Peoria County,2019,37.5,32041,182770,27783
Illinois,Piatt County,2019,42.9,33468,16401,846
Illinois,Stark County,2019,45.1,30018,5447,826
Illinois,Bond County,2019,41.6,28119,16589,2098
Illinois,Carroll County,2019,48.3,29166,14466,1511
Illinois,Jersey County,2019,42.9,30182,21937,2068
Maryland,Howard County,2019,38.8,54628,318855,15805
Maryland,Prince George's County,2019,37.1,37191,908670,75341
Maryland,Anne Arundel County,2019,38.3,46629,571275,32087
Maryland,Baltimore County,2019,39.4,40105,828018,73061
Maryland,Frederick County,2019,39.1,43582,251422,16865
Maryland,Calvert County,2019,40.7,45783,91511,4183
Maryland,Garrett County,2019,46.2,30617,29235,2963
Maryland,Kent County,2019,48.1,36813,19536,2059
Maryland,Montgomery County,2019,39.2,54510,1043530,70682
Alaska,Bethel Census Area,2019,27.3,19885,18134,4980
Alaska,North Slope Borough,2019,35.2,48730,9792,983
Alaska,Sitka City and Borough,2019,39.5,39615,8640,731
Alaska,Fairbanks North Star Borough,2019,31.3,37025,99072,7575
Alaska,Ketchikan Gateway Borough,2019,39.7,37590,13800,1304
Alaska,Matanuska-Susitna Borough,2019,35.2,31232,105369,10624
Alaska,Nome Census Area,2019,28.3,23581,9988,2080
Alaska,Dillingham Census Area,2019,30.2,25993,4961,843
Alaska,Yakutat City and Borough,2019,36.9,32198,649,48
Alaska,Lake and Peninsula Borough,2019,34.8,24836,1393,229
Alaska,Southeast Fairbanks Census Area,2019,36.8,32193,6878,737
Alaska,Anchorage Municipality,2019,33.6,41415,293531,25861
Alaska,Aleutians East Borough,2019,42.5,33939,3385,465
Alaska,Valdez-Cordova Census Area,2019,38.1,38907,9243,714
Alaska,Kenai Peninsula Borough,2019,40.8,34226,58464,6913
Alaska,Skagway Municipality,2019,40.4,39453,1107,70
Alaska,Prince of Wales-Hyder Census Area,2019,41.3,27080,6407,1098
Alaska,Petersburg Borough,2019,42.8,36112,3257,186
Alaska,Kusilvak Census Area,2019,24.1,13762,8250,3195
Arizona,Maricopa County,2019,36.4,33279,4328810,588350
Arizona,Graham County,2019,33.6,18683,37996,7679
Arizona,Santa Cruz County,2019,36.7,21480,46480,10729
Arizona,La Paz County,2019,56.5,22879,20793,4592
Arizona,Mohave County,2019,51.6,26166,207695,33364
Arizona,Coconino County,2019,30.7,27339,141274,22539
Arizona,Yavapai County,2019,53.4,30341,228067,29085
Arizona,Greenlee County,2019,34.5,25780,9522,1250
Arizona,Pinal County,2019,39.3,24959,432793,53276
Arkansas,Nevada County,2019,44.3,19912,8351,1883
Arkansas,Cross County,2019,40.9,25380,16824,2555
Arkansas,Dallas County,2019,43.9,20517,7279,955
Arkansas,Columbia County,2019,35.7,21189,23776,5482
Arkansas,Saline County,2019,39.6,30553,119415,10815
Arkansas,Van Buren County,2019,48,22168,16642,3041
Arkansas,Izard County,2019,47.9,21164,13570,1906
Arkansas,Independence County,2019,39.3,23733,37427,6049
