county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng
Montour,Montour,Montour County,42093,PA,Pennsylvania,41.0279,-76.6586
Pike,Pike,Pike County,29163,MO,Missouri,39.3438,-91.1714
Jefferson,Jefferson,Jefferson County,19101,IA,Iowa,41.0318,-91.9489
Phillips,Phillips,Phillips County,5107,AR,Arkansas,34.4275,-90.8489
Winston,Winston,Winston County,28159,MS,Mississippi,33.0885,-89.0344
McDowell,McDowell,McDowell County,54047,WV,West Virginia,37.3785,-81.6536
Pitkin,Pitkin,Pitkin County,8097,CO,Colorado,39.2171,-106.9166
Young,Young,Young County,48503,TX,Texas,33.1767,-98.6878
Randolph,Randolph,Randolph County,5121,AR,Arkansas,36.3415,-91.0276
Inyo,Inyo,Inyo County,6027,CA,California,36.5111,-117.4107
Ste. Genevieve,Ste. Genevieve,Ste. Genevieve County,29186,MO,Missouri,37.8944,-90.1944
Westmoreland,Westmoreland,Westmoreland County,51193,VA,Virginia,38.112,-76.8042
Yancey,Yancey,Yancey County,37199,NC,North Carolina,35.8989,-82.3076
Russell,Russell,Russell County,21207,KY,Kentucky,36.991,-85.0587
Schuyler,Schuyler,Schuyler County,36097,NY,New York,42.3938,-76.8752
Radford,Radford,Radford City,51750,VA,Virginia,37.1229,-80.5587
Southampton,Southampton,Southampton County,51175,VA,Virginia,36.7204,-77.1061
Unicoi,Unicoi,Unicoi County,47171,TN,Tennessee,36.1107,-82.4323
Hancock,Hancock,Hancock County,17067,IL,Illinois,40.4038,-91.1647
Greene,Greene,Greene County,13133,GA,Georgia,33.5788,-83.1667
Morgan,Morgan,Morgan County,54065,WV,West Virginia,39.5604,-78.2578
Franklin,Franklin,Franklin County,5047,AR,Arkansas,35.5123,-93.8906
Gem,Gem,Gem County,16045,ID,Idaho,44.0616,-116.3975
Arkansas,Arkansas,Arkansas County,5001,AR,Arkansas,34.2892,-91.3742
Johnson,Johnson,Johnson County,47091,TN,Tennessee,36.4549,-81.8518
Kalkaska,Kalkaska,Kalkaska County,26079,MI,Michigan,44.6847,-85.0902
Benzie,Benzie,Benzie County,26019,MI,Michigan,44.6387,-86.0155
Patrick,Patrick,Patrick County,51141,VA,Virginia,36.6783,-80.2844
Hughes,Hughes,Hughes County,46065,SD,South Dakota,44.389,-99.996
Garrard,Garrard,Garrard County,21079,KY,Kentucky,37.6396,-84.5377
Andrew,Andrew,Andrew County,29003,MO,Missouri,39.9835,-94.8021
Manassas Park,Manassas Park,Manassas Park City,51685,VA,Virginia,38.7709,-77.4429
Clayton,Clayton,Clayton County,19043,IA,Iowa,42.8448,-91.3414
Cooper,Cooper,Cooper County,29053,MO,Missouri,38.8436,-92.8101
Avery,Avery,Avery County,37011,NC,North Carolina,36.0766,-81.9226
Dukes,Dukes,Dukes County,25007,MA,Massachusetts,41.3961,-70.6501
Holmes,Holmes,Holmes County,28051,MS,Mississippi,33.1235,-90.092
Richland,Richland,Richland County,55103,WI,Wisconsin,43.3756,-90.4295
Haywood,Haywood,Haywood County,47075,TN,Tennessee,35.5832,-89.2838
McCreary,McCreary,McCreary County,21147,KY,Kentucky,36.7371,-84.4842
Leon,Leon,Leon County,48289,TX,Texas,31.2965,-95.9957
Mariposa,Mariposa,Mariposa County,6043,CA,California,37.5815,-119.9055
Colonial Heights,Colonial Heights,Colonial Heights City,51570,VA,Virginia,37.265,-77.3969
Falls,Falls,Falls County,48145,TX,Texas,31.2533,-96.9359
New Madrid,New Madrid,New Madrid County,29143,MO,Missouri,36.5946,-89.6517
Edgar,Edgar,Edgar County,17045,IL,Illinois,39.6785,-87.7456
Dickinson,Dickinson,Dickinson County,19059,IA,Iowa,43.378,-95.1508
Chester,Chester,Chester County,47023,TN,Tennessee,35.4217,-88.6135
Cook,Cook,Cook County,13075,GA,Georgia,31.154,-83.4305
Seward,Seward,Seward County,31159,NE,Nebraska,40.8724,-97.1395
Sharp,Sharp,Sharp County,5135,AR,Arkansas,36.1612,-91.4798
Lee,Lee,Lee County,48287,TX,Texas,30.3107,-96.9657
Lee,Lee,Lee County,45061,SC,South Carolina,34.1633,-80.2545
Henry,Henry,Henry County,1067,AL,Alabama,31.5147,-85.2414
Mason,Mason,Mason County,21161,KY,Kentucky,38.5952,-83.8242
Gunnison,Gunnison,Gunnison County,8051,CO,Colorado,38.6668,-107.0317
Delaware,Delaware,Delaware County,19055,IA,Iowa,42.4712,-91.3673
Robertson,Robertson,Robertson County,48395,TX,Texas,31.027,-96.5129
Buckingham,Buckingham,Buckingham County,51029,VA,Virginia,37.5722,-78.5287
Chickasaw,Chickasaw,Chickasaw County,28017,MS,Mississippi,33.9208,-88.9479
Bristol,Bristol,Bristol City,51520,VA,Virginia,36.6181,-82.1604
Crawford,Crawford,Crawford County,19047,IA,Iowa,42.0372,-95.382
King William,King William,King William County,51101,VA,Virginia,37.7066,-77.0885
Warren,Warren,Warren County,17187,IL,Illinois,40.8488,-90.615
Tama,Tama,Tama County,19171,IA,Iowa,42.0798,-92.5325
San Juan,San Juan,San Juan County,53055,WA,Washington,48.5782,-122.965
Sevier,Sevier,Sevier County,5133,AR,Arkansas,33.9972,-94.2412
Hardin,Hardin,Hardin County,19083,IA,Iowa,42.3839,-93.2404
Scurry,Scurry,Scurry County,48415,TX,Texas,32.7463,-100.9164
Parke,Parke,Parke County,18121,IN,Indiana,39.7736,-87.2064
Jackson,Jackson,Jackson County,5067,AR,Arkansas,35.5992,-91.2145
Ben Hill,Ben Hill,Ben Hill County,13017,GA,Georgia,31.7598,-83.2205
Piscataquis,Piscataquis,Piscataquis County,23021,ME,Maine,45.8373,-69.2846
Rabun,Rabun,Rabun County,13241,GA,Georgia,34.8818,-83.402
Dallas,Dallas,Dallas County,29059,MO,Missouri,37.6804,-93.0237
Humboldt,Humboldt,Humboldt County,32013,NV,Nevada,41.4068,-118.112
Union,Union,Union County,17181,IL,Illinois,37.4713,-89.2551
Taylor,Taylor,Taylor County,54091,WV,West Virginia,39.336,-80.0462
Polk,Polk,Polk County,47139,TN,Tennessee,35.1199,-84.5233
Rockcastle,Rockcastle,Rockcastle County,21203,KY,Kentucky,37.3651,-84.316
Giles,Giles,Giles County,51071,VA,Virginia,37.3142,-80.7029
Dixie,Dixie,Dixie County,12029,FL,Florida,29.6082,-83.1588
Socorro,Socorro,Socorro County,35053,NM,New Mexico,34.0072,-106.9304
Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691
Potter,Potter,Potter County,42105,PA,Pennsylvania,41.7449,-77.8958
Lafayette,Lafayette,Lafayette County,55065,WI,Wisconsin,42.6605,-90.1317
Wayne,Wayne,Wayne County,47181,TN,Tennessee,35.2399,-87.788
Rush,Rush,Rush County,18139,IN,Indiana,39.62,-85.4658
Marion,Marion,Marion County,5089,AR,Arkansas,36.2684,-92.6842
Van Buren,Van Buren,Van Buren County,5141,AR,Arkansas,35.5806,-92.5157
Cross,Cross,Cross County,5037,AR,Arkansas,35.2957,-90.7711
Barbour,Barbour,Barbour County,54001,WV,West Virginia,39.1329,-80.003
Bond,Bond,Bond County,17005,IL,Illinois,38.8868,-89.4356
Park,Park,Park County,30067,MT,Montana,45.4884,-110.5267
Lawrence,Lawrence,Lawrence County,5075,AR,Arkansas,36.0412,-91.107
Idaho,Idaho,Idaho County,16049,ID,Idaho,45.8441,-115.4675
Sawyer,Sawyer,Sawyer County,55113,WI,Wisconsin,45.88,-91.1446
Fountain,Fountain,Fountain County,18045,IN,Indiana,40.1209,-87.242
Jasper,Jasper,Jasper County,28061,MS,Mississippi,32.0191,-89.1189
Hill,Hill,Hill County,30041,MT,Montana,48.6282,-110.1112
Piatt,Piatt,Piatt County,17147,IL,Illinois,40.0103,-88.5911
Fayette,Fayette,Fayette County,1057,AL,Alabama,33.7212,-87.7389
Pawnee,Pawnee,Pawnee County,40117,OK,Oklahoma,36.3169,-96.6992
Madison,Madison,Madison County,5087,AR,Arkansas,36.011,-93.7246
Washington,Washington,Washington County,1129,AL,Alabama,31.4076,-88.2079
Brunswick,Brunswick,Brunswick County,51025,VA,Virginia,36.7648,-77.859
Pemiscot,Pemiscot,Pemiscot County,29155,MO,Missouri,36.2114,-89.7854
Wayne,Wayne,Wayne County,17191,IL,Illinois,38.4295,-88.4256
Bates,Bates,Bates County,29013,MO,Missouri,38.2573,-94.34
Richland,Richland,Richland County,38077,ND,North Dakota,46.2646,-96.9483
Atchison,Atchison,Atchison County,20005,KS,Kansas,39.5318,-95.3135
Kanabec,Kanabec,Kanabec County,27065,MN,Minnesota,45.9452,-93.2934
Dade,Dade,Dade County,13083,GA,Georgia,34.8546,-85.5045
Crawford,Crawford,Crawford County,55023,WI,Wisconsin,43.2395,-90.931
Iowa,Iowa,Iowa County,19095,IA,Iowa,41.6863,-92.0655
Alamosa,Alamosa,Alamosa County,8003,CO,Colorado,37.5729,-105.7883
Madison,Madison,Madison County,19121,IA,Iowa,41.3307,-94.0156
Clay,Clay,Clay County,19041,IA,Iowa,43.0826,-95.1509
Benton,Benton,Benton County,47005,TN,Tennessee,36.0698,-88.0683
Baker,Baker,Baker County,41001,OR,Oregon,44.7092,-117.6753
Lewis,Lewis,Lewis County,54041,WV,West Virginia,38.9959,-80.5022
Neosho,Neosho,Neosho County,20133,KS,Kansas,37.5585,-95.3068
Henry,Henry,Henry County,21103,KY,Kentucky,38.4485,-85.1189
Casey,Casey,Casey County,21045,KY,Kentucky,37.3223,-84.9284
Otoe,Otoe,Otoe County,31131,NE,Nebraska,40.6485,-96.1348
Smith,Smith,Smith County,28129,MS,Mississippi,32.0177,-89.5067
Moniteau,Moniteau,Moniteau County,29135,MO,Missouri,38.6328,-92.5831
Telfair,Telfair,Telfair County,13271,GA,Georgia,31.9298,-82.939
Osage,Osage,Osage County,20139,KS,Kansas,38.6523,-95.7269
Claiborne,Claiborne,Claiborne Parish,22027,LA,Louisiana,32.8227,-92.9958
Lawrence,Lawrence,Lawrence County,17101,IL,Illinois,38.72,-87.7268
Aitkin,Aitkin,Aitkin County,27001,MN,Minnesota,46.6083,-93.4154
Jackson,Jackson,Jackson Parish,22049,LA,Louisiana,32.302,-92.5579
Appomattox,Appomattox,Appomattox County,51011,VA,Virginia,37.3724,-78.8126
Kingfisher,Kingfisher,Kingfisher County,40073,OK,Oklahoma,35.9454,-97.9421
Floyd,Floyd,Floyd County,51063,VA,Virginia,36.9316,-80.3626
De Witt,De Witt,De Witt County,17039,IL,Illinois,40.1746,-88.9041
Washburn,Washburn,Washburn County,55129,WI,Wisconsin,45.8992,-91.7913
Pecos,Pecos,Pecos County,48371,TX,Texas,30.781,-102.7236
Floyd,Floyd,Floyd County,19067,IA,Iowa,43.0599,-92.789
Richland,Richland,Richland County,17159,IL,Illinois,38.7124,-88.0851
Union,Union,Union County,46127,SD,South Dakota,42.8326,-96.656
Grayson,Grayson,Grayson County,51077,VA,Virginia,36.6565,-81.2249
Clarke,Clarke,Clarke County,28023,MS,Mississippi,32.0414,-88.6894
Lawrence,Lawrence,Lawrence County,21127,KY,Kentucky,38.0679,-82.7348
Clark,Clark,Clark County,17023,IL,Illinois,39.3336,-87.7877
Pike,Pike,Pike County,17149,IL,Illinois,39.6225,-90.8863
Brooks,Brooks,Brooks County,13027,GA,Georgia,30.842,-83.5802
Karnes,Karnes,Karnes County,48255,TX,Texas,28.9057,-97.8594
Reeves,Reeves,Reeves County,48389,TX,Texas,31.3231,-103.6931
Grand,Grand,Grand County,8049,CO,Colorado,40.1026,-106.1183
Ashland,Ashland,Ashland County,55003,WI,Wisconsin,46.3148,-90.6781
Dent,Dent,Dent County,29065,MO,Missouri,37.6066,-91.5079
Mercer,Mercer,Mercer County,17131,IL,Illinois,41.2053,-90.7414
Jefferson,Jefferson,Jefferson County,13163,GA,Georgia,33.0549,-82.4182
Vermillion,Vermillion,Vermillion County,18165,IN,Indiana,39.8538,-87.464
Torrance,Torrance,Torrance County,35057,NM,New Mexico,34.6405,-105.8508
West Feliciana,West Feliciana,West Feliciana Parish,22125,LA,Louisiana,30.8798,-91.42
Marquette,Marquette,Marquette County,55077,WI,Wisconsin,43.8196,-89.3987
Burnett,Burnett,Burnett County,55013,WI,Wisconsin,45.8627,-92.3676
Nottoway,Nottoway,Nottoway County,51135,VA,Virginia,37.1431,-78.0512
San Juan,San Juan,San Juan County,49037,UT,Utah,37.626,-109.8045
Wetzel,Wetzel,Wetzel County,54103,WV,West Virginia,39.6053,-80.6391
Union,Union,Union County,12125,FL,Florida,30.0438,-82.3714
Gooding,Gooding,Gooding County,16047,ID,Idaho,42.971,-114.8116
Roseau,Roseau,Roseau County,27135,MN,Minnesota,48.7751,-95.8108
Page,Page,Page County,19145,IA,Iowa,40.7391,-95.1502
Redwood,Redwood,Redwood County,27127,MN,Minnesota,44.4037,-95.2538
Macon,Macon,Macon County,29121,MO,Missouri,39.8308,-92.5646
Tipton,Tipton,Tipton County,18159,IN,Indiana,40.3114,-86.0519
Harrison,Harrison,Harrison County,39067,OH,Ohio,40.2938,-81.0911
Brown,Brown,Brown County,18013,IN,Indiana,39.1962,-86.2274
Bayfield,Bayfield,Bayfield County,55007,WI,Wisconsin,46.5237,-91.2009
Missaukee,Missaukee,Missaukee County,26113,MI,Michigan,44.3374,-85.0947
Gulf,Gulf,Gulf County,12045,FL,Florida,29.9556,-85.2266
Carbon,Carbon,Carbon County,56007,WY,Wyoming,41.6946,-106.9307
Jeff Davis,Jeff Davis,Jeff Davis County,13161,GA,Georgia,31.8056,-82.6369
Knott,Knott,Knott County,21119,KY,Kentucky,37.354,-82.9541
Oglethorpe,Oglethorpe,Oglethorpe County,13221,GA,Georgia,33.8807,-83.0807
Williamsburg,Williamsburg,Williamsburg City,51830,VA,Virginia,37.2693,-76.7076
Alleghany,Alleghany,Alleghany County,51005,VA,Virginia,37.7878,-80.0062
Mills,Mills,Mills County,19129,IA,Iowa,41.0334,-95.6213
Arenac,Arenac,Arenac County,26011,MI,Michigan,44.0656,-83.8952
Livingston,Livingston,Livingston County,29117,MO,Missouri,39.7821,-93.5483
Bledsoe,Bledsoe,Bledsoe County,47007,TN,Tennessee,35.5964,-85.2051
Mitchell,Mitchell,Mitchell County,37121,NC,North Carolina,36.0133,-82.1636
Cleburne,Cleburne,Cleburne County,1029,AL,Alabama,33.6746,-85.5188
LaSalle,LaSalle,LaSalle Parish,22059,LA,Louisiana,31.6768,-92.1604
Sequatchie,Sequatchie,Sequatchie County,47153,TN,Tennessee,35.3712,-85.4106
Hamilton,Hamilton,Hamilton County,19079,IA,Iowa,42.3838,-93.7068
Nolan,Nolan,Nolan County,48353,TX,Texas,32.3035,-100.4061
Sibley,Sibley,Sibley County,27143,MN,Minnesota,44.5795,-94.2321
Kossuth,Kossuth,Kossuth County,19109,IA,Iowa,43.2041,-94.2067
Jackson,Jackson,Jackson County,48239,TX,Texas,28.9542,-96.5776
Nelson,Nelson,Nelson County,51125,VA,Virginia,37.7874,-78.8868
Hale,Hale,Hale County,1065,AL,Alabama,32.7627,-87.6291
Choctaw,Choctaw,Choctaw County,40023,OK,Oklahoma,34.0266,-95.5522
Gogebic,Gogebic,Gogebic County,26053,MI,Michigan,46.4087,-89.6944
Clay,Clay,Clay County,5021,AR,Arkansas,36.3682,-90.4175
Trinity,Trinity,Trinity County,48455,TX,Texas,31.0888,-95.1355
Gasconade,Gasconade,Gasconade County,29073,MO,Missouri,38.4409,-91.5079
Calhoun,Calhoun,Calhoun County,45017,SC,South Carolina,33.6749,-80.7803
Pendleton,Pendleton,Pendleton County,21191,KY,Kentucky,38.6956,-84.3603
Union,Union,Union County,21225,KY,Kentucky,37.6584,-87.9454
Renville,Renville,Renville County,27129,MN,Minnesota,44.7268,-94.9471
Trigg,Trigg,Trigg County,21221,KY,Kentucky,36.8064,-87.8733
Morgan,Morgan,Morgan County,39115,OH,Ohio,39.6204,-81.8527
Moultrie,Moultrie,Moultrie County,17139,IL,Illinois,39.6415,-88.6193
Bourbon,Bourbon,Bourbon County,20011,KS,Kansas,37.8552,-94.8493
Dickenson,Dickenson,Dickenson County,51051,VA,Virginia,37.1258,-82.3504
Fleming,Fleming,Fleming County,21069,KY,Kentucky,38.3701,-83.6966
Butler,Butler,Butler County,19023,IA,Iowa,42.7316,-92.7902
Clarke,Clarke,Clarke County,51043,VA,Virginia,39.1123,-77.9967
Fulton,Fulton,Fulton County,42057,PA,Pennsylvania,39.9253,-78.1127
Rolette,Rolette,Rolette County,38079,ND,North Dakota,48.7725,-99.8409
Walthall,Walthall,Walthall County,28147,MS,Mississippi,31.1484,-90.1061
Calhoun,Calhoun,Calhoun County,28013,MS,Mississippi,33.9365,-89.3365
Noble,Noble,Noble County,39121,OH,Ohio,39.766,-81.4555
Carroll,Carroll,Carroll County,17015,IL,Illinois,42.0688,-89.9343
Hamilton,Hamilton,Hamilton County,12047,FL,Florida,30.4964,-82.9479
Mono,Mono,Mono County,6051,CA,California,37.9391,-118.8869
Cannon,Cannon,Cannon County,47015,TN,Tennessee,35.8087,-86.0617
Madison,Madison,Madison County,48313,TX,Texas,30.9655,-95.9284
Calhoun,Calhoun,Calhoun County,12013,FL,Florida,30.406,-85.1972
Las Animas,Las Animas,Las Animas County,8071,CO,Colorado,37.3158,-104.0387
Crockett,Crockett,Crockett County,47033,TN,Tennessee,35.8135,-89.1395
Falls Church,Falls Church,Falls Church City,51610,VA,Virginia,38.8847,-77.1751
Jefferson,Jefferson,Jefferson County,12065,FL,Florida,30.4375,-83.8953
Oglala Lakota,Oglala Lakota,Oglala Lakota County,46102,SD,South Dakota,43.3355,-102.5516
Craig,Craig,Craig County,40035,OK,Oklahoma,36.7618,-95.2085
Larue,Larue,Larue County,21123,KY,Kentucky,37.5458,-85.6979
Zapata,Zapata,Zapata County,48505,TX,Texas,27.0008,-99.1686
Swain,Swain,Swain County,37173,NC,North Carolina,35.4868,-83.4928
Bamberg,Bamberg,Bamberg County,45009,SC,South Carolina,33.2148,-81.0542
Saline,Saline,Saline County,31151,NE,Nebraska,40.5241,-97.1409
McIntosh,McIntosh,McIntosh County,13191,GA,Georgia,31.4963,-81.4103
Estill,Estill,Estill County,21065,KY,Kentucky,37.6924,-83.9643
Winn,Winn,Winn Parish,22127,LA,Louisiana,31.9442,-92.6369
Cedar,Cedar,Cedar County,29039,MO,Missouri,37.7239,-93.8566
Pennington,Pennington,Pennington County,27113,MN,Minnesota,48.0663,-96.0367
Clay,Clay,Clay County,46027,SD,South Dakota,42.9146,-96.9756
Rusk,Rusk,Rusk County,55107,WI,Wisconsin,45.4752,-91.1331
Jasper,Jasper,Jasper County,13159,GA,Georgia,33.3164,-83.6881
Harrison,Harrison,Harrison County,19085,IA,Iowa,41.6829,-95.8168
Massac,Massac,Massac County,17127,IL,Illinois,37.2189,-88.7076
Tallahatchie,Tallahatchie,Tallahatchie County,28135,MS,Mississippi,33.9505,-90.1733
Braxton,Braxton,Braxton County,54007,WV,West Virginia,38.6999,-80.7193
Chowan,Chowan,Chowan County,37041,NC,North Carolina,36.1508,-76.6079
Newton,Newton,Newton County,18111,IN,Indiana,40.9558,-87.3976
Screven,Screven,Screven County,13251,GA,Georgia,32.7505,-81.6119
Murray,Murray,Murray County,40099,OK,Oklahoma,34.4823,-97.0679
Washington,Washington,Washington County,17189,IL,Illinois,38.3522,-89.4105
Callahan,Callahan,Callahan County,48059,TX,Texas,32.2977,-99.3735
Crawford,Crawford,Crawford County,26039,MI,Michigan,44.6836,-84.6103
Lamar,Lamar,Lamar County,1075,AL,Alabama,33.7792,-88.0969
Converse,Converse,Converse County,56009,WY,Wyoming,42.9724,-105.5071
McKenzie,McKenzie,McKenzie County,38053,ND,North Dakota,47.7402,-103.3953
Ketchikan Gateway,Ketchikan Gateway,Ketchikan Gateway Borough,2130,AK,Alaska,55.5852,-130.9288
Roane,Roane,Roane County,54087,WV,West Virginia,38.714,-81.3483
Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829
Crenshaw,Crenshaw,Crenshaw County,1041,AL,Alabama,31.7315,-86.3135
Atoka,Atoka,Atoka County,40005,OK,Oklahoma,34.3736,-96.0378
O'Brien,O'Brien,O'Brien County,19141,IA,Iowa,43.0838,-95.6249
Hardy,Hardy,Hardy County,54031,WV,West Virginia,39.0075,-78.8579
Newton,Newton,Newton County,48351,TX,Texas,30.7864,-93.7447
Glades,Glades,Glades County,12043,FL,Florida,26.9564,-81.189
Allamakee,Allamakee,Allamakee County,19005,IA,Iowa,43.2843,-91.3781
Franklin,Franklin,Franklin County,16041,ID,Idaho,42.1811,-111.8132
Faribault,Faribault,Faribault County,27043,MN,Minnesota,43.6739,-93.948
White,White,White County,17193,IL,Illinois,38.0875,-88.1796
Glacier,Glacier,Glacier County,30035,MT,Montana,48.7051,-112.9948
Wadena,Wadena,Wadena County,27159,MN,Minnesota,46.5857,-94.9694
York,York,York County,31185,NE,Nebraska,40.8727,-97.5971
Greene,Greene,Greene County,28041,MS,Mississippi,31.2143,-88.6391
Osage,Osage,Osage County,29151,MO,Missouri,38.4604,-91.8618
Comanche,Comanche,Comanche County,48093,TX,Texas,31.948,-98.5582
Izard,Izard,Izard County,5065,AR,Arkansas,36.0948,-91.9134
Archuleta,Archuleta,Archuleta County,8007,CO,Colorado,37.1936,-107.0484
Pend Oreille,Pend Oreille,Pend Oreille County,53051,WA,Washington,48.5323,-117.274
Dooly,Dooly,Dooly County,13093,GA,Georgia,32.1572,-83.7988
Stewart,Stewart,Stewart County,47161,TN,Tennessee,36.5012,-87.8385
Perquimans,Perquimans,Perquimans County,37143,NC,North Carolina,36.2058,-76.4411
Mason,Mason,Mason County,17125,IL,Illinois,40.2396,-89.9168
Ripley,Ripley,Ripley County,29181,MO,Missouri,36.6528,-90.8639
Bienville,Bienville,Bienville Parish,22013,LA,Louisiana,32.3473,-93.0561
Kodiak Island,Kodiak Island,Kodiak Island Borough,2150,AK,Alaska,57.6807,-153.7972
Grundy,Grundy,Grundy County,47061,TN,Tennessee,35.3884,-85.7226
Jackson,Jackson,Jackson County,21109,KY,Kentucky,37.4198,-84.0058
Price,Price,Price County,55099,WI,Wisconsin,45.6804,-90.3614
Lewis,Lewis,Lewis County,21135,KY,Kentucky,38.5315,-83.3781
Monroe,Monroe,Monroe County,54063,WV,West Virginia,37.5604,-80.5505
Douglas,Douglas,Douglas County,29067,MO,Missouri,36.9326,-92.4988
Mississippi,Mississippi,Mississippi County,29133,MO,Missouri,36.8281,-89.2911
Big Horn,Big Horn,Big Horn County,30003,MT,Montana,45.4234,-107.4897
Goshen,Goshen,Goshen County,56015,WY,Wyoming,42.0879,-104.3533
Clay,Clay,Clay County,1027,AL,Alabama,33.2691,-85.8605
Lincoln,Lincoln,Lincoln County,5079,AR,Arkansas,33.957,-91.7344
Morgan,Morgan,Morgan County,21175,KY,Kentucky,37.9223,-83.2589
Howard,Howard,Howard County,5061,AR,Arkansas,34.0888,-93.9936
Hughes,Hughes,Hughes County,40063,OK,Oklahoma,35.0484,-96.2502
Jackson,Jackson,Jackson County,20085,KS,Kansas,39.4168,-95.7937
Clay,Clay,Clay County,17025,IL,Illinois,38.7542,-88.4902
Madison,Madison,Madison County,51113,VA,Virginia,38.4137,-78.2792
Ford,Ford,Ford County,17053,IL,Illinois,40.5972,-88.2233
Moffat,Moffat,Moffat County,8081,CO,Colorado,40.6184,-108.2073
Fremont,Fremont,Fremont County,16043,ID,Idaho,44.2288,-111.4819
Macon,Macon,Macon County,13193,GA,Georgia,32.3584,-84.0425
Buffalo,Buffalo,Buffalo County,55011,WI,Wisconsin,44.3798,-91.7545
Wayne,Wayne,Wayne County,29223,MO,Missouri,37.1126,-90.4614
Vinton,Vinton,Vinton County,39163,OH,Ohio,39.251,-82.4853
Charlton,Charlton,Charlton County,13049,GA,Georgia,30.7817,-82.1377
Webster,Webster,Webster County,21233,KY,Kentucky,37.5184,-87.6831
Lamb,Lamb,Lamb County,48279,TX,Texas,34.0686,-102.3517
Cass,Cass,Cass County,19029,IA,Iowa,41.3315,-94.9278
Greene,Greene,Greene County,17061,IL,Illinois,39.3562,-90.3905
Amelia,Amelia,Amelia County,51007,VA,Virginia,37.336,-77.9761
Millard,Millard,Millard County,49027,UT,Utah,39.0733,-113.1006
Camp,Camp,Camp County,48063,TX,Texas,32.9732,-94.9785
Bleckley,Bleckley,Bleckley County,13023,GA,Georgia,32.4344,-83.3279
Dawson,Dawson,Dawson County,48115,TX,Texas,32.7425,-101.9477
Breathitt,Breathitt,Breathitt County,21025,KY,Kentucky,37.5216,-83.3241
Butler,Butler,Butler County,21031,KY,Kentucky,37.2073,-86.6817
Choctaw,Choctaw,Choctaw County,1023,AL,Alabama,32.0197,-88.2632
Lake,Lake,Lake County,46079,SD,South Dakota,44.022,-97.1294
Wilbarger,Wilbarger,Wilbarger County,48487,TX,Texas,34.0808,-99.241
